full_name,google_scholar_id,google_scholar
Fangtao Li,0t_4lhMAAAAJ,https://scholar.google.com/citations?hl=en&user=0t_4lhMAAAAJ
Xiaoyan Zhu,V1eNaPEAAAAJ,https://scholar.google.com/citations?hl=en&user=V1eNaPEAAAAJ
Yan Yan,A6co_BAAAAAJ,https://scholar.google.com/citations?hl=en&user=A6co_BAAAAAJ
Dou Shen,Ehjo9rIAAAAJ,https://scholar.google.com/citations?hl=en&user=Ehjo9rIAAAAJ
Long-Kai Huang,CaP64WUAAAAJ,https://scholar.google.com/citations?hl=en&user=CaP64WUAAAAJ
Yonghui Xu,XHJQRCoAAAAJ,https://scholar.google.com/citations?hl=en&user=XHJQRCoAAAAJ
Lionel Ni,OzMYwDIAAAAJ,https://scholar.google.com/citations?hl=en&user=OzMYwDIAAAAJ
A/Prof. Jie Yin,-vxkP70AAAAJ,https://scholar.google.com/citations?hl=en&user=-vxkP70AAAAJ
Dit-Yan Yeung,nEsOOx8AAAAJ,https://scholar.google.com/citations?hl=en&user=nEsOOx8AAAAJ
Bin Cao,LDbfUXIAAAAJ,https://scholar.google.com/citations?hl=en&user=LDbfUXIAAAAJ
I-Ming Chen,OoIeD7IAAAAJ,https://scholar.google.com/citations?hl=en&user=OoIeD7IAAAAJ
Wei Chian Tan,zmWzHEgAAAAJ,https://scholar.google.com/citations?hl=en&user=zmWzHEgAAAAJ
Yaodong Yu,bZ9oyW8AAAAJ,https://scholar.google.com/citations?hl=en&user=bZ9oyW8AAAAJ
Tao Qin,Bl4SRU0AAAAJ,https://scholar.google.com/citations?hl=en&user=Bl4SRU0AAAAJ
Arjun Mukherjee,wUNpA_sAAAAJ,https://scholar.google.com/citations?hl=en&user=wUNpA_sAAAAJ
Huayi Li,AKvz028AAAAJ,https://scholar.google.com/citations?hl=en&user=AKvz028AAAAJ
Cyrus Shahabi,jEdhxGMAAAAJ,https://scholar.google.com/citations?hl=en&user=jEdhxGMAAAAJ
Linhong Zhu,jfrMFesAAAAJ,https://scholar.google.com/citations?hl=en&user=jfrMFesAAAAJ
SHENG GAO (高升),pNVyMb0AAAAJ,https://scholar.google.com/citations?hl=en&user=pNVyMb0AAAAJ
Dingxiong Deng,Jx3iYjsAAAAJ,https://scholar.google.com/citations?hl=en&user=Jx3iYjsAAAAJ
Lianghao Li,gv6Pnv4AAAAJ,https://scholar.google.com/citations?hl=en&user=gv6Pnv4AAAAJ
Li Cheng,9IRFiEQAAAAJ,https://scholar.google.com/citations?hl=en&user=9IRFiEQAAAAJ
Bart Vandereycken,dG0cPJQAAAAJ,https://scholar.google.com/citations?hl=en&user=dG0cPJQAAAAJ
Li Wang,IXTuq3oAAAAJ,https://scholar.google.com/citations?hl=en&user=IXTuq3oAAAAJ
Qirong Ho,tR3AZbwAAAAJ,https://scholar.google.com/citations?hl=en&user=tR3AZbwAAAAJ
Wenxuan Zhang,tr7MWA4AAAAJ,https://scholar.google.com/citations?hl=en&user=tr7MWA4AAAAJ
Yue Deng,bLU5ZbAAAAAJ,https://scholar.google.com/citations?hl=en&user=bLU5ZbAAAAAJ
shen-shyang ho,IBspqcQAAAAJ,https://scholar.google.com/citations?hl=en&user=IBspqcQAAAAJ
"Xi Peng, 彭玺",bw9FOHAAAAAJ,https://scholar.google.com/citations?hl=en&user=bw9FOHAAAAAJ
Hao Yang,Y-I1X9QAAAAJ,https://scholar.google.com/citations?hl=en&user=Y-I1X9QAAAAJ
Du Jiawei,WrJKEzEAAAAJ,https://scholar.google.com/citations?hl=en&user=WrJKEzEAAAAJ
Chew Lim Tan,nmFSOaEAAAAJ,https://scholar.google.com/citations?hl=en&user=nmFSOaEAAAAJ
Bin Chen,lel6kMAAAAAJ,https://scholar.google.com/citations?hl=en&user=lel6kMAAAAAJ
Mengchen Zhao,nLgORGMAAAAJ,https://scholar.google.com/citations?hl=en&user=nLgORGMAAAAJ
Renjie Wan,S8_ES4MAAAAJ,https://scholar.google.com/citations?hl=en&user=S8_ES4MAAAAJ
Bingshui Da,RPM1C0cAAAAJ,https://scholar.google.com/citations?hl=en&user=RPM1C0cAAAAJ
Zhanfeng Mo,DhN2kNoAAAAJ,https://scholar.google.com/citations?hl=en&user=DhN2kNoAAAAJ
Bin Yang (杨彬),qjBQhoUAAAAJ,https://scholar.google.com/citations?hl=en&user=qjBQhoUAAAAJ
Razvan Gabriel Cirstea,98_NuKAAAAAJ,https://scholar.google.com/citations?hl=en&user=98_NuKAAAAAJ
Chenjuan Guo,WMXNm88AAAAJ,https://scholar.google.com/citations?hl=en&user=WMXNm88AAAAJ
Tung Kieu,9luXdEIAAAAJ,https://scholar.google.com/citations?hl=en&user=9luXdEIAAAAJ
Xinxing Xu,neFbpuEAAAAJ,https://scholar.google.com/citations?hl=en&user=neFbpuEAAAAJ
Lixin Duan,inRIcS0AAAAJ,https://scholar.google.com/citations?hl=en&user=inRIcS0AAAAJ
Weike Pan,pC5Q26MAAAAJ,https://scholar.google.com/citations?hl=en&user=pC5Q26MAAAAJ
Sebastian Tschiatschek,nlJCSWcAAAAJ,https://scholar.google.com/citations?hl=en&user=nlJCSWcAAAAJ
Weixun Goh,9FzWcnEAAAAJ,https://scholar.google.com/citations?hl=en&user=9FzWcnEAAAAJ
Liyuan Li,_R7z25AAAAAJ,https://scholar.google.com/citations?hl=en&user=_R7z25AAAAAJ
wang lu,r0C8zaMAAAAJ,https://scholar.google.com/citations?hl=en&user=r0C8zaMAAAAJ
Anxiang Zeng(曾安祥),aJ0zOMMAAAAJ,https://scholar.google.com/citations?hl=en&user=aJ0zOMMAAAAJ
Meixi Wu,ck_H3ZYAAAAJ,https://scholar.google.com/citations?hl=en&user=ck_H3ZYAAAAJ
Dimitrios Pantazis,uz8P5hYAAAAJ,https://scholar.google.com/citations?hl=en&user=uz8P5hYAAAAJ
Quanyu Long,l61TCPAAAAAJ,https://scholar.google.com/citations?hl=en&user=l61TCPAAAAAJ
Cheng Zhang,r40iAwIAAAAJ,https://scholar.google.com/citations?hl=en&user=r40iAwIAAAAJ
Hankz Hankui Zhuo,q1WaNTYAAAAJ,https://scholar.google.com/citations?hl=en&user=q1WaNTYAAAAJ
Nan Hu,U70efQQAAAAJ,https://scholar.google.com/citations?hl=en&user=U70efQQAAAAJ
Cheng Long,LybJ7ksAAAAJ,https://scholar.google.com/citations?hl=en&user=LybJ7ksAAAAJ
Yiping Ke,30Fp0YYAAAAJ,https://scholar.google.com/citations?hl=en&user=30Fp0YYAAAAJ
Danni Peng,Y7KdCkAAAAAJ,https://scholar.google.com/citations?hl=en&user=Y7KdCkAAAAAJ
Zimu Zhou,RUF3lHQAAAAJ,https://scholar.google.com/citations?hl=en&user=RUF3lHQAAAAJ
Anand Asundi,Ja1UCKYAAAAJ,https://scholar.google.com/citations?hl=en&user=Ja1UCKYAAAAJ
Haixia Wang,Oz9UzecAAAAJ,https://scholar.google.com/citations?hl=en&user=Oz9UzecAAAAJ
Bing Pan,zbk8hlIAAAAJ,https://scholar.google.com/citations?hl=en&user=zbk8hlIAAAAJ
Wenjing Gao,jzousYkAAAAJ,https://scholar.google.com/citations?hl=en&user=jzousYkAAAAJ
Dongliang Zheng,dgQkKboAAAAJ,https://scholar.google.com/citations?hl=en&user=dgQkKboAAAAJ
Ming Zhao,uKNdmIcAAAAJ,https://scholar.google.com/citations?hl=en&user=uKNdmIcAAAAJ
Tianyi Wang 王添翼,ssGh5HMAAAAJ,https://scholar.google.com/citations?hl=en&user=ssGh5HMAAAAJ
Jianglei Di（邸江磊）,QlJKQxEAAAAJ,https://scholar.google.com/citations?hl=en&user=QlJKQxEAAAAJ
Zhenyu Jiang,M_9zqq8AAAAJ,https://scholar.google.com/citations?hl=en&user=M_9zqq8AAAAJ
Zhang Ran,HyZkAEIAAAAJ,https://scholar.google.com/citations?hl=en&user=HyZkAEIAAAAJ
Chao ZUO,vdi8IicAAAAJ,https://scholar.google.com/citations?hl=en&user=vdi8IicAAAAJ
Muhammad Mobeen Movania,gj2ThrEAAAAJ,https://scholar.google.com/citations?hl=en&user=gj2ThrEAAAAJ
Shijie Feng,J3QbvooAAAAJ,https://scholar.google.com/citations?hl=en&user=J3QbvooAAAAJ
Xiaoyu He,AgpsSHkAAAAJ,https://scholar.google.com/citations?hl=en&user=AgpsSHkAAAAJ
Jacob Chan,Qg4z-L8AAAAJ,https://scholar.google.com/citations?hl=en&user=Qg4z-L8AAAAJ
Chenxing Wang,MTmfXrkAAAAJ,https://scholar.google.com/citations?hl=en&user=MTmfXrkAAAAJ
Sui Liansheng,vmJE5QsAAAAJ,https://scholar.google.com/citations?hl=en&user=vmJE5QsAAAAJ
Zhang QingChuan,SCWN4CAAAAAJ,https://scholar.google.com/citations?hl=en&user=SCWN4CAAAAAJ
Yuchi Chen,VzViYZAAAAAJ,https://scholar.google.com/citations?hl=en&user=VzViYZAAAAAJ
Fangjun Shu,E3zLvycAAAAJ,https://scholar.google.com/citations?hl=en&user=E3zLvycAAAAJ
Humza Akhtar,NDJScWkAAAAJ,https://scholar.google.com/citations?hl=en&user=NDJScWkAAAAJ
Yu Fu,6pi49SoAAAAJ,https://scholar.google.com/citations?hl=en&user=6pi49SoAAAAJ
Sumit J Darak,mWVoHMkAAAAJ,https://scholar.google.com/citations?user=mWVoHMkAAAAJ&hl=en
Mahesh Panicker,hhcChScAAAAJ,https://scholar.google.com/citations?user=hhcChScAAAAJ&hl=en
Arish Sateesan,bgypT7gAAAAJ,https://scholar.google.com/citations?user=bgypT7gAAAAJ&hl=en
Niharika Agrawal,Qj_-pFsAAAAJ,https://scholar.google.com/citations?user=Qj_-pFsAAAAJ&hl=en
Tushar Chouhan,e6GQkBYAAAAJ,https://scholar.google.com/citations?user=e6GQkBYAAAAJ&hl=en
Harshit,Ip7tNaMAAAAJ,https://scholar.google.com/citations?user=Ip7tNaMAAAAJ&hl=en
Hossam A. H. Fahmy,t5y96LcAAAAJ,https://scholar.google.com/citations?user=t5y96LcAAAAJ&hl=en
Lina Yao,EU3snBgAAAAJ,https://scholar.google.com/citations?hl=en&user=EU3snBgAAAAJ
Shuai Zhang,PPjdxlcAAAAJ,https://scholar.google.com/citations?hl=en&user=PPjdxlcAAAAJ
Anwitaman Datta,VWi3_OIAAAAJ,https://scholar.google.com/citations?hl=en&user=VWi3_OIAAAAJ
Jialong Han (韩家龙),L5Z2lmkAAAAJ,https://scholar.google.com/citations?hl=en&user=L5Z2lmkAAAAJ
Ray Han,V_F88z0AAAAJ,https://scholar.google.com/citations?hl=en&user=V_F88z0AAAAJ
Yequan Wang 王业全,7Gqp6FsAAAAJ,https://scholar.google.com/citations?hl=en&user=7Gqp6FsAAAAJ
"Hao Zhang, 张豪",u7nrZOUAAAAJ,https://scholar.google.com/citations?hl=en&user=u7nrZOUAAAAJ
Wei JING,12L_IZMAAAAJ,https://scholar.google.com/citations?hl=en&user=12L_IZMAAAAJ
Xin Zheng,tit8WQMAAAAJ,https://scholar.google.com/citations?hl=en&user=tit8WQMAAAAJ
Qi He,tfdmPXMAAAAJ,https://scholar.google.com/citations?hl=en&user=tfdmPXMAAAAJ
JI YITONG,mJVkglsAAAAJ,https://scholar.google.com/citations?hl=en&user=mJVkglsAAAAJ
Jing Tang,0S4cpyoAAAAJ,https://scholar.google.com/citations?hl=en&user=0S4cpyoAAAAJ
Keke Huang,OsceCbcAAAAJ,https://scholar.google.com/citations?hl=en&user=OsceCbcAAAAJ
Grace E. Lee,RqasG7gAAAAJ,https://scholar.google.com/citations?hl=en&user=RqasG7gAAAAJ
Minh C. Phan,xJ13qs4AAAAJ,https://scholar.google.com/citations?hl=en&user=xJ13qs4AAAAJ
Fuzhao Xue,JMHsqIkAAAAJ,https://scholar.google.com/citations?hl=en&user=JMHsqIkAAAAJ
Liangli Zhen,dtv_LZkAAAAJ,https://scholar.google.com/citations?hl=en&user=dtv_LZkAAAAJ
Shafiq Joty,hR249csAAAAJ,https://scholar.google.com/citations?hl=en&user=hR249csAAAAJ
Andrew Lim,iDEgcFQAAAAJ,https://scholar.google.com/citations?hl=en&user=iDEgcFQAAAAJ
jiangtao cui,u9IRSacAAAAJ,https://scholar.google.com/citations?hl=en&user=u9IRSacAAAAJ
Peng Han,8XxCgFEAAAAJ,https://scholar.google.com/citations?hl=en&user=8XxCgFEAAAAJ
Yu Duan,VLD40AEAAAAJ,https://scholar.google.com/citations?hl=en&user=VLD40AEAAAAJ
Aravind Sesagiri Raamkumar,dqcqrHkAAAAJ,https://scholar.google.com/citations?hl=en&user=dqcqrHkAAAAJ
Mojisola Helen Erdt née Anjorin,p3dXOd8AAAAJ,https://scholar.google.com/citations?hl=en&user=p3dXOd8AAAAJ
Wayne Xin Zhao,JNhNacoAAAAJ,https://scholar.google.com/citations?hl=en&user=JNhNacoAAAAJ
Hongbo Deng,cfXbU7gAAAAJ,https://scholar.google.com/citations?hl=en&user=cfXbU7gAAAAJ
Karthik Muthuswamy,V1CYCbcAAAAJ,https://scholar.google.com/citations?hl=en&user=V1CYCbcAAAAJ
Sen Wang,L6BLX7gAAAAJ,https://scholar.google.com/citations?hl=en&user=L6BLX7gAAAAJ
Manqing Dong,nfjtRPYAAAAJ,https://scholar.google.com/citations?hl=en&user=nfjtRPYAAAAJ
Chujie Zheng,55zBNgUAAAAJ,https://scholar.google.com/citations?hl=en&user=55zBNgUAAAAJ
Wei Emma Zhang,NFzUTiEAAAAJ,https://scholar.google.com/citations?hl=en&user=NFzUTiEAAAAJ
Edward Y Chang,pZmOvyYAAAAJ,https://scholar.google.com/citations?hl=en&user=pZmOvyYAAAAJ
Panos Kalnis,-NdSrrYAAAAJ,https://scholar.google.com/citations?hl=en&user=-NdSrrYAAAAJ
Laks VS Lakshmanan,_RCsaOsAAAAJ,https://scholar.google.com/citations?hl=en&user=_RCsaOsAAAAJ
Sibo Wang,b2gLqsgAAAAJ,https://scholar.google.com/citations?hl=en&user=b2gLqsgAAAAJ
Seyyedeh Newsha Ghoreishi,7K-jx-MAAAAJ,https://scholar.google.com/citations?hl=en&user=7K-jx-MAAAAJ
Lei Han,Oibami4AAAAJ,https://scholar.google.com/citations?hl=en&user=Oibami4AAAAJ
Mohammad Akbari,JU344KEAAAAJ,https://scholar.google.com/citations?hl=en&user=JU344KEAAAAJ
Kok-Leong Ong,RgKjmY4AAAAJ,https://scholar.google.com/citations?hl=en&user=RgKjmY4AAAAJ
Shuming Shi,Lg31AKMAAAAJ,https://scholar.google.com/citations?hl=en&user=Lg31AKMAAAAJ
Haisong Zhang (张海松),L0XVVFUAAAAJ,https://scholar.google.com/citations?hl=en&user=L0XVVFUAAAAJ
Wen-Chih Peng,T5Rs-ngAAAAJ,https://scholar.google.com/citations?hl=en&user=T5Rs-ngAAAAJ
Zongyang Ma,kc_cSUEAAAAJ,https://scholar.google.com/citations?hl=en&user=kc_cSUEAAAAJ
Guoliang Xing,kI5JKs8AAAAJ,https://scholar.google.com/citations?hl=en&user=kI5JKs8AAAAJ
David KY Yau,AwtmnGgAAAAJ,https://scholar.google.com/citations?hl=en&user=AwtmnGgAAAAJ
Zbigniew Kalbarczyk,OARk6ssAAAAJ,https://scholar.google.com/citations?hl=en&user=OARk6ssAAAAJ
Jianping Wang,bow_liAAAAAJ,https://scholar.google.com/citations?hl=en&user=bow_liAAAAAJ
Xin Lou,wuckXpkAAAAJ,https://scholar.google.com/citations?hl=en&user=wuckXpkAAAAJ
Xiaobo Tan,tsJSW2MAAAAJ,https://scholar.google.com/citations?hl=en&user=tsJSW2MAAAAJ
Mo Li,kjiwE6IAAAAJ,https://scholar.google.com/citations?hl=en&user=kjiwE6IAAAAJ
Jun Huang,qT7OIRoAAAAJ,https://scholar.google.com/citations?hl=en&user=qT7OIRoAAAAJ
Benyuan Liu,s2n1-HMAAAAJ,https://scholar.google.com/citations?hl=en&user=s2n1-HMAAAAJ
Xiaohua JIA,L5iEhq0AAAAJ,https://scholar.google.com/citations?hl=en&user=L5iEhq0AAAAJ
HB GOOI,GL6SfG4AAAAJ,https://scholar.google.com/citations?hl=en&user=GL6SfG4AAAAJ
WenZhan Song,2lQgud4AAAAJ,https://scholar.google.com/citations?hl=en&user=2lQgud4AAAAJ
Subhash Lakshminarayana,4cPe_ecAAAAJ,https://scholar.google.com/citations?hl=en&user=4cPe_ecAAAAJ
Peng Cheng,0Z1uk7YAAAAJ,https://scholar.google.com/citations?hl=en&user=0Z1uk7YAAAAJ
Xiaorui Wang,88L1-JYAAAAJ,https://scholar.google.com/citations?hl=en&user=88L1-JYAAAAJ
Chenyang Lu,tCq7Wx0AAAAJ,https://scholar.google.com/citations?hl=en&user=tCq7Wx0AAAAJ
Chris Xiaoxuan Lu,idu78-EAAAAJ,https://scholar.google.com/citations?hl=en&user=idu78-EAAAAJ
Jonathan Lees,qUjEt3sAAAAJ,https://scholar.google.com/citations?hl=en&user=qUjEt3sAAAAJ
Marianne Winslett,v5LmxOQAAAAJ,https://scholar.google.com/citations?hl=en&user=v5LmxOQAAAAJ
Deokwoo Jung,VT5GVAsAAAAJ,https://scholar.google.com/citations?hl=en&user=VT5GVAsAAAAJ
Hongkai Wen,SSbjWKAAAAAJ,https://scholar.google.com/citations?hl=en&user=SSbjWKAAAAAJ
Niki Trigoni,185g9ckAAAAJ,https://scholar.google.com/citations?hl=en&user=185g9ckAAAAJ
Yew Wah Wong,XgeooIgAAAAJ,https://scholar.google.com/citations?hl=en&user=XgeooIgAAAAJ
Joel Koh En Wei,OS0w9RgAAAAJ,https://scholar.google.com/citations?user=OS0w9RgAAAAJ&hl=en
"jen hong, tan",uJlD-A0AAAAJ,https://scholar.google.com/citations?user=uJlD-A0AAAAJ&hl=en
Ru San Tan,2IBQZ50AAAAJ,https://scholar.google.com/citations?user=2IBQZ50AAAAJ&hl=en
Hamido Fujita,MxzV1nQAAAAJ,https://scholar.google.com/citations?user=MxzV1nQAAAAJ&hl=en
Shu Lih Oh,r1loSs8AAAAJ,https://scholar.google.com/citations?user=r1loSs8AAAAJ&hl=en
Kuang Chua Chua,IyJ3oDgAAAAJ,https://scholar.google.com/citations?user=IyJ3oDgAAAAJ&hl=en
Yuki Hagiwara,P6WI2DQAAAAJ,https://scholar.google.com/citations?user=P6WI2DQAAAAJ&hl=en
Muhammad Adam,zXBM-D4AAAAJ,https://scholar.google.com/citations?user=zXBM-D4AAAAJ&hl=en
EYK Ng,9QW1LYAAAAAJ,https://scholar.google.com/citations?user=9QW1LYAAAAAJ&hl=en
Filippo Molinari,ttbUYiQAAAAJ,https://scholar.google.com/citations?user=ttbUYiQAAAAJ&hl=en
Oliver Faust,srIlYwwAAAAJ,https://scholar.google.com/citations?user=srIlYwwAAAAJ&hl=en
Hojjat Adeli,TQMpoh8AAAAJ,https://scholar.google.com/citations?user=TQMpoh8AAAAJ&hl=en
"Muthu Rama Krishnan Mookiah, PhD",50dKdRYAAAAJ,https://scholar.google.com/citations?user=50dKdRYAAAAJ&hl=en
Vinitha Sree S,YKcX4D0AAAAJ,https://scholar.google.com/citations?user=YKcX4D0AAAAJ&hl=en
Louis Tong,lnRSnNEAAAAJ,https://scholar.google.com/citations?user=lnRSnNEAAAAJ&hl=en
Junzhou Huang,X7KrguAAAAAJ,https://scholar.google.com/citations?user=X7KrguAAAAAJ&hl=en
Huaxiu Yao,A20BZnQAAAAJ,https://scholar.google.com/citations?user=A20BZnQAAAAJ&hl=en
Zheng Li,P6fwn4AAAAAJ,https://scholar.google.com/citations?user=P6fwn4AAAAAJ&hl=en
Zhenhui (Jessie) Li,r0nnyGYAAAAJ,https://scholar.google.com/citations?user=r0nnyGYAAAAJ&hl=en
Yu Rong,itezhEMAAAAJ,https://scholar.google.com/citations?user=itezhEMAAAAJ&hl=en
Yifan Zhang,zuYIUJEAAAAJ,https://scholar.google.com/citations?user=zuYIUJEAAAAJ&hl=en
Liu Bo,yV8PrrIAAAAJ,https://scholar.google.com/citations?user=yV8PrrIAAAAJ&hl=en
Wenbing Huang,0yNkmO4AAAAJ,https://scholar.google.com/citations?user=0yNkmO4AAAAJ&hl=en
James Zou,23ZXZvEAAAAJ,https://scholar.google.com/citations?user=23ZXZvEAAAAJ&hl=en
Meng Jiang,LZIPfCkAAAAJ,https://scholar.google.com/citations?user=LZIPfCkAAAAJ&hl=en
Yu Zheng (郑宇),juUcdgYAAAAJ,https://scholar.google.com/citations?user=juUcdgYAAAAJ&hl=en
Dacheng Tao,RwlJNLcAAAAJ,https://scholar.google.com/citations?hl=en&user=RwlJNLcAAAAJ
Yong Luo,zb1oVGIAAAAJ,https://scholar.google.com/citations?hl=en&user=zb1oVGIAAAAJ
Haiyong Xie,irReiV0AAAAJ,https://scholar.google.com/citations?hl=en&user=irReiV0AAAAJ
Kyle Guan,3Vf3mqsAAAAJ,https://scholar.google.com/citations?hl=en&user=3Vf3mqsAAAAJ
Dapeng Oliver Wu,sDRLr8gAAAAJ,https://scholar.google.com/citations?hl=en&user=sDRLr8gAAAAJ
ZHANG Wei (張韡),hg7pib0AAAAJ,https://scholar.google.com/citations?hl=en&user=hg7pib0AAAAJ
Zongqing Lu,k3IFtTYAAAAJ,https://scholar.google.com/citations?hl=en&user=k3IFtTYAAAAJ
Vincent Chan,rYZ5Br0AAAAJ,https://scholar.google.com/citations?hl=en&user=rYZ5Br0AAAAJ
Weiming Zhuang,lLuLAzEAAAAJ,https://scholar.google.com/citations?hl=en&user=lLuLAzEAAAAJ
Wenwu Zhu,7t2jzpgAAAAJ,https://scholar.google.com/citations?hl=en&user=7t2jzpgAAAAJ
Zhi Wang,PK8BtpwAAAAJ,https://scholar.google.com/citations?hl=en&user=PK8BtpwAAAAJ
Haiyun Luo,SQ6a30sAAAAJ,https://scholar.google.com/citations?hl=en&user=SQ6a30sAAAAJ
Rui Tan,co5MGPkAAAAJ,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ
Jian He,MlbOB90AAAAJ,https://scholar.google.com/citations?hl=en&user=MlbOB90AAAAJ
Xinwen Zhang,WyYnBkEAAAAJ,https://scholar.google.com/citations?hl=en&user=WyYnBkEAAAAJ
Cedric Westphal,5WcgOxMAAAAJ,https://scholar.google.com/citations?hl=en&user=5WcgOxMAAAAJ
Dan Kilper,B2fCpwIAAAAJ,https://scholar.google.com/citations?hl=en&user=B2fCpwIAAAAJ
Liu Ming,kpZq6QwAAAAJ,https://scholar.google.com/citations?hl=en&user=kpZq6QwAAAAJ
Wee Peng Tay,BkCI7rEAAAAJ,https://scholar.google.com/citations?hl=en&user=BkCI7rEAAAAJ
Ta Nguyen Binh Duong,akLAAuQAAAAJ,https://scholar.google.com/citations?hl=en&user=akLAAuQAAAAJ
Shengen Yan,SvE3bdUAAAAJ,https://scholar.google.com/citations?hl=en&user=SvE3bdUAAAAJ
Miyuru Dayarathna,MjsvcjwAAAAJ,https://scholar.google.com/citations?hl=en&user=MjsvcjwAAAAJ
Nenghai Yu,7620QAMAAAAJ,https://scholar.google.com/citations?hl=en&user=7620QAMAAAAJ
Hao Zhang,MDk5BjIAAAAJ,https://scholar.google.com/citations?hl=en&user=MDk5BjIAAAAJ
Chang Wen Chen,w2HXPUUAAAAJ,https://scholar.google.com/citations?hl=en&user=w2HXPUUAAAAJ
Xiaoqing Zhu,DfXFgksAAAAJ,https://scholar.google.com/citations?hl=en&user=DfXFgksAAAAJ
Richang Hong,-ReoUxUAAAAJ,https://scholar.google.com/citations?hl=en&user=-ReoUxUAAAAJ
Guoqiang Hu,Iiq2HKYAAAAJ,https://scholar.google.com/citations?hl=en&user=Iiq2HKYAAAAJ
Yanhua Li,ICOWtt0AAAAJ,https://scholar.google.com/citations?hl=en&user=ICOWtt0AAAAJ
"Shuicheng Yan, Fellow of AAAI, ACM, SAEng, IEEE, IAPR",DNuiPHwAAAAJ,https://scholar.google.com/citations?hl=en&user=DNuiPHwAAAAJ
Victor CM Leung,ajvCoo4AAAAJ,https://scholar.google.com/citations?hl=en&user=ajvCoo4AAAAJ
Lian-Kuan Chen,0gxC-bcAAAAJ,https://scholar.google.com/citations?hl=en&user=0gxC-bcAAAAJ
Guihai Chen,rqZWbYgAAAAJ,https://scholar.google.com/citations?hl=en&user=rqZWbYgAAAAJ
Jiannong Cao,q2jH-3sAAAAJ,https://scholar.google.com/citations?hl=en&user=q2jH-3sAAAAJ
Jianwei Huang (黄建伟),QQq52JcAAAAJ,https://scholar.google.com/citations?hl=en&user=QQq52JcAAAAJ
Zhi-Li Zhang,2X6fAZgAAAAJ,https://scholar.google.com/citations?hl=en&user=2X6fAZgAAAAJ
Ashish Khisti,jiGeAg4AAAAJ,https://scholar.google.com/citations?hl=en&user=jiGeAg4AAAAJ
Nicholas JA Harvey,xdTtK9IAAAAJ,https://scholar.google.com/citations?hl=en&user=xdTtK9IAAAAJ
Sergey Yekhanin,4WEQ8h0AAAAJ,https://scholar.google.com/citations?hl=en&user=4WEQ8h0AAAAJ
Hai Jin,o02W0aEAAAAJ,https://scholar.google.com/citations?hl=en&user=o02W0aEAAAAJ
Khin Mi Mi Aung,mrjfgDEAAAAJ,https://scholar.google.com/citations?hl=en&user=mrjfgDEAAAAJ
Xiaojun Hei,x9vhdoIAAAAJ,https://scholar.google.com/citations?hl=en&user=x9vhdoIAAAAJ
Shengli Zhou,02qN_-YAAAAJ,https://scholar.google.com/citations?hl=en&user=02qN_-YAAAAJ
"Honggang Wang, Professor, Department Chair and IEEE Fellow, AAIA Fellow",CJiNcbAAAAAJ,https://scholar.google.com/citations?hl=en&user=CJiNcbAAAAAJ
Yap-Peng TAN,t9EqYQIAAAAJ,https://scholar.google.com/citations?hl=en&user=t9EqYQIAAAAJ
Ben Leong,kLMAXGgAAAAJ,https://scholar.google.com/citations?hl=en&user=kLMAXGgAAAAJ
Tracey Ho,bI2zeOUAAAAJ,https://scholar.google.com/citations?hl=en&user=bI2zeOUAAAAJ
Keang-Po Ho,QTeTmbUAAAAJ,https://scholar.google.com/citations?hl=en&user=QTeTmbUAAAAJ
Sun Peng (孙鹏),NXDhhAoAAAAJ,https://scholar.google.com/citations?hl=en&user=NXDhhAoAAAAJ
Zhenzhong Chen,w_BcpK8AAAAJ,https://scholar.google.com/citations?hl=en&user=w_BcpK8AAAAJ
Yichao Jin,P74WJTMAAAAJ,https://scholar.google.com/citations?hl=en&user=P74WJTMAAAAJ
Malcolm Low,bDF-COcAAAAJ,https://scholar.google.com/citations?hl=en&user=bDF-COcAAAAJ
Suiping Zhou,zhbtLUQAAAAJ,https://scholar.google.com/citations?hl=en&user=zhbtLUQAAAAJ
Linbo Luo,liAI47wAAAAJ,https://scholar.google.com/citations?hl=en&user=liAI47wAAAAJ
Jinghui Zhong,AO5BsHwAAAAJ,https://scholar.google.com/citations?hl=en&user=AO5BsHwAAAAJ
Yusen Li,4EJ9aekAAAAJ,https://scholar.google.com/citations?hl=en&user=4EJ9aekAAAAJ
Hsu Wen Jing,XnHbS6MAAAAJ,https://scholar.google.com/citations?hl=en&user=XnHbS6MAAAAJ
Wen Jun Tan,efgcCkUAAAAJ,https://scholar.google.com/citations?hl=en&user=efgcCkUAAAAJ
Philipp Andelfinger,ZjKlg28AAAAJ,https://scholar.google.com/citations?hl=en&user=ZjKlg28AAAAJ
Wei Jie,83eTRjMAAAAJ,https://scholar.google.com/citations?hl=en&user=83eTRjMAAAAJ
James Decraene,XUbpjRkAAAAJ,https://scholar.google.com/citations?hl=en&user=XUbpjRkAAAAJ
Shell Ying Huang,zWYCmiAAAAAJ,https://scholar.google.com/citations?hl=en&user=zWYCmiAAAAAJ
Sanjay Jain,RbC3loYAAAAJ,https://scholar.google.com/citations?hl=en&user=RbC3loYAAAAJ
Georgios Theodoropoulos,pr69a6YAAAAJ,https://scholar.google.com/citations?hl=en&user=pr69a6YAAAAJ
